-5.0,-4.8,-4.6,-4.2,-4.1,-4.0,-3.9,-3.8,-3.7,-3.6,-3.5,-3.4,-3.3,-3.2,-3.1,-3.0,-2.9,-2.8,-2.7,-2.6,-2.5,-2.4,-2.3,-2.2,-2.1,-2.0,-1.9,-1.8,-1.7,-1.6,-1.5,-1.4,-1.3,-1.2,-1.1,-1.0,-0.9,-0.8,-0.7,-0.6,-0.5,-0.4,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.6,4.8,5.0
,,,,,,,,,,,,,,26%,37%,33%,,22%,20%,30%,30%,22%,35%,35%,33%,30%,28%,26%,24%,22%,28%,28%,37%,33%,24%,20%,30%,20%,28%,37%,28%,30%,35%,24%,24%,24%,20%,30%,24%,17%,33%,13%,28%,22%,26%,22%,20%,24%,24%,28%,22%,30%,28%,28%,30%,33%,17%,17%,37%,30%,13%,26%,,13%,28%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,28%,36%,34%,,21%,19%,30%,30%,21%,34%,34%,32%,30%,28%,28%,23%,21%,30%,28%,38%,34%,26%,19%,30%,21%,28%,38%,30%,30%,34%,23%,23%,23%,19%,30%,26%,19%,32%,13%,28%,21%,28%,21%,19%,23%,26%,28%,21%,30%,30%,28%,30%,32%,17%,17%,36%,30%,13%,26%,,13%,28%,30%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,27%,35%,33%,,21%,19%,29%,29%,21%,33%,33%,31%,29%,27%,27%,25%,21%,29%,27%,38%,33%,25%,19%,29%,23%,27%,40%,29%,29%,33%,23%,23%,23%,19%,29%,27%,19%,31%,12%,29%,21%,27%,21%,19%,23%,25%,27%,21%,29%,31%,29%,29%,31%,17%,17%,35%,29%,12%,27%,,12%,27%,29%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,27%,35%,,,20%,20%,29%,29%,20%,33%,33%,31%,31%,29%,27%,24%,20%,29%,27%,39%,33%,24%,18%,29%,22%,27%,41%,29%,31%,33%,22%,22%,22%,20%,29%,27%,18%,31%,12%,29%,20%,27%,22%,18%,22%,24%,29%,20%,29%,31%,29%,29%,31%,16%,16%,35%,29%,12%,27%,,,27%,29%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,26%,34%,,,20%,22%,28%,28%,20%,32%,34%,30%,32%,28%,26%,24%,20%,28%,26%,40%,32%,24%,18%,30%,22%,28%,40%,28%,32%,34%,22%,22%,22%,20%,30%,26%,20%,30%,12%,30%,20%,26%,22%,18%,22%,24%,28%,20%,30%,30%,28%,28%,30%,16%,16%,34%,28%,12%,26%,,,28%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,25%,33%,,,20%,22%,27%,27%,20%,31%,33%,31%,33%,27%,25%,24%,20%,27%,25%,39%,31%,24%,18%,29%,22%,27%,39%,29%,31%,33%,22%,24%,24%,20%,29%,25%,20%,29%,12%,31%,22%,27%,22%,18%,24%,24%,27%,20%,31%,31%,27%,27%,29%,16%,16%,35%,27%,12%,25%,,,27%,27%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,25%,33%,,,21%,23%,29%,29%,21%,31%,33%,31%,33%,27%,25%,23%,19%,29%,27%,38%,31%,25%,17%,29%,21%,27%,38%,29%,33%,33%,21%,25%,23%,21%,31%,27%,19%,29%,13%,31%,23%,27%,21%,19%,25%,23%,29%,19%,31%,31%,27%,27%,31%,15%,17%,35%,27%,12%,25%,,,29%,29%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,26%,34%,,,23%,23%,28%,28%,21%,30%,32%,30%,32%,28%,25%,25%,19%,28%,28%,38%,30%,25%,17%,28%,21%,26%,40%,30%,32%,32%,21%,25%,23%,21%,30%,26%,19%,28%,13%,30%,23%,26%,21%,19%,26%,23%,28%,19%,30%,30%,26%,26%,30%,15%,17%,34%,26%,11%,26%,,,28%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,28%,35%,,,22%,22%,30%,30%,20%,31%,31%,30%,31%,28%,24%,24%,20%,28%,28%,37%,30%,26%,17%,28%,20%,26%,39%,30%,31%,31%,20%,24%,24%,20%,30%,26%,19%,30%,13%,30%,22%,28%,20%,19%,26%,22%,28%,19%,30%,30%,26%,26%,30%,17%,17%,35%,26%,11%,26%,,,28%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,29%,35%,,,24%,22%,29%,31%,20%,31%,31%,29%,33%,27%,24%,24%,22%,29%,27%,38%,29%,25%,16%,27%,22%,25%,40%,31%,33%,31%,20%,24%,24%,22%,29%,25%,20%,29%,15%,29%,22%,29%,20%,18%,25%,22%,27%,20%,29%,29%,25%,25%,29%,16%,16%,35%,25%,11%,25%,,,29%,27%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,29%,34%,,,23%,21%,30%,30%,20%,32%,32%,29%,34%,27%,25%,23%,23%,29%,27%,39%,29%,27%,18%,27%,21%,25%,41%,30%,34%,30%,20%,23%,25%,21%,29%,25%,21%,29%,14%,30%,21%,30%,20%,18%,25%,21%,27%,20%,29%,30%,25%,25%,29%,16%,18%,34%,27%,11%,25%,,,30%,27%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,28%,33%,,,23%,21%,30%,32%,19%,33%,32%,28%,33%,26%,25%,23%,25%,28%,26%,39%,28%,26%,18%,26%,21%,25%,42%,30%,33%,32%,19%,23%,25%,21%,28%,25%,21%,28%,14%,30%,23%,30%,19%,19%,25%,21%,26%,19%,28%,30%,25%,25%,30%,16%,19%,33%,26%,11%,25%,,,30%,26%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,28%,33%,,,22%,21%,29%,31%,19%,33%,31%,28%,33%,28%,24%,22%,24%,28%,26%,40%,28%,26%,17%,28%,21%,24%,41%,29%,33%,31%,19%,24%,26%,21%,28%,26%,21%,28%,14%,29%,22%,29%,21%,21%,24%,22%,26%,21%,28%,29%,24%,24%,29%,16%,19%,33%,28%,12%,24%,,,29%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,27%,34%,,,24%,20%,29%,31%,19%,32%,32%,29%,32%,27%,24%,22%,24%,29%,27%,39%,27%,27%,17%,27%,20%,24%,41%,29%,32%,32%,20%,24%,25%,20%,27%,27%,20%,27%,14%,29%,24%,29%,20%,22%,24%,24%,25%,20%,29%,29%,24%,24%,31%,15%,19%,32%,27%,12%,24%,,,31%,27%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,28%,33%,,,23%,20%,28%,30%,18%,32%,33%,28%,33%,27%,23%,22%,23%,30%,27%,40%,27%,27%,17%,28%,20%,23%,40%,28%,32%,32%,20%,23%,25%,20%,27%,27%,20%,27%,13%,28%,23%,30%,20%,22%,25%,23%,25%,22%,28%,30%,23%,23%,30%,17%,20%,32%,27%,12%,23%,,,30%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,28%,33%,,,23%,20%,28%,30%,18%,33%,33%,30%,33%,26%,23%,21%,25%,30%,26%,39%,28%,26%,16%,28%,20%,23%,41%,28%,31%,31%,20%,25%,26%,20%,26%,26%,20%,28%,15%,30%,23%,30%,21%,21%,25%,23%,25%,21%,28%,30%,25%,23%,30%,16%,20%,31%,26%,11%,23%,,,30%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,27%,32%,,,24%,19%,27%,31%,19%,34%,34%,29%,32%,26%,23%,23%,24%,31%,26%,39%,29%,26%,16%,27%,21%,24%,40%,27%,31%,31%,19%,24%,26%,19%,26%,26%,19%,27%,15%,31%,23%,29%,21%,23%,24%,23%,24%,23%,27%,29%,24%,24%,31%,16%,21%,31%,26%,11%,24%,,,29%,29%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,33%,,,24%,21%,27%,30%,19%,33%,33%,29%,32%,25%,22%,22%,24%,30%,25%,38%,29%,25%,16%,27%,21%,25%,41%,29%,32%,30%,19%,25%,25%,19%,25%,25%,21%,27%,14%,30%,22%,29%,21%,22%,25%,24%,25%,22%,27%,29%,25%,24%,30%,17%,22%,30%,25%,11%,24%,,,30%,29%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,33%,,,23%,22%,27%,30%,19%,34%,34%,28%,31%,25%,22%,22%,23%,30%,25%,38%,28%,27%,16%,27%,20%,25%,41%,30%,31%,30%,20%,25%,25%,20%,27%,27%,20%,27%,14%,30%,22%,28%,22%,22%,25%,23%,25%,22%,28%,28%,25%,23%,30%,19%,22%,31%,25%,11%,23%,,,31%,28%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,34%,,,23%,23%,26%,29%,18%,34%,34%,28%,31%,26%,22%,22%,25%,29%,25%,38%,28%,26%,17%,26%,20%,25%,40%,31%,31%,29%,20%,25%,25%,22%,26%,28%,22%,26%,14%,29%,22%,28%,22%,22%,25%,23%,26%,22%,28%,28%,25%,23%,29%,18%,22%,31%,26%,11%,25%,,,32%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,35%,,,23%,23%,27%,30%,20%,33%,33%,29%,30%,26%,21%,23%,24%,30%,26%,38%,27%,26%,17%,27%,21%,26%,41%,32%,30%,29%,20%,24%,24%,23%,26%,29%,23%,26%,15%,29%,21%,27%,21%,21%,24%,23%,26%,21%,27%,27%,24%,23%,29%,18%,21%,30%,27%,11%,24%,,,32%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,34%,,,22%,22%,28%,30%,19%,33%,33%,28%,30%,25%,21%,22%,25%,30%,25%,37%,27%,25%,16%,27%,21%,25%,40%,31%,30%,28%,21%,24%,24%,22%,27%,30%,22%,25%,15%,28%,22%,27%,21%,21%,24%,22%,25%,21%,27%,27%,24%,24%,28%,18%,21%,30%,27%,10%,24%,,,31%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,22%,28%,29%,19%,32%,32%,28%,29%,26%,21%,22%,25%,31%,25%,38%,26%,25%,18%,26%,22%,25%,40%,31%,29%,28%,21%,24%,25%,22%,26%,29%,22%,25%,15%,28%,24%,26%,21%,21%,25%,22%,25%,22%,28%,26%,24%,24%,28%,18%,21%,29%,26%,12%,24%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,22%,28%,29%,19%,33%,32%,28%,29%,26%,20%,22%,26%,30%,25%,39%,26%,25%,17%,28%,23%,25%,39%,30%,29%,28%,20%,23%,25%,22%,28%,30%,22%,25%,16%,28%,23%,26%,22%,22%,25%,22%,25%,22%,28%,26%,23%,23%,29%,19%,20%,29%,26%,12%,23%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,21%,21%,29%,29%,20%,33%,33%,27%,29%,26%,20%,23%,26%,30%,24%,40%,27%,24%,17%,27%,23%,24%,40%,31%,29%,27%,20%,24%,24%,23%,27%,30%,21%,24%,17%,27%,23%,26%,21%,21%,26%,21%,26%,23%,27%,26%,23%,23%,29%,20%,20%,30%,26%,11%,23%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,21%,21%,28%,28%,21%,32%,32%,27%,28%,27%,20%,23%,27%,30%,25%,39%,27%,24%,17%,27%,23%,24%,39%,31%,28%,27%,20%,24%,24%,24%,27%,31%,23%,24%,18%,27%,24%,25%,21%,21%,25%,23%,27%,24%,27%,25%,24%,23%,30%,20%,20%,30%,25%,11%,23%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,21%,22%,28%,28%,22%,32%,33%,26%,28%,28%,21%,22%,26%,29%,25%,39%,26%,24%,18%,26%,22%,24%,40%,31%,29%,26%,19%,24%,24%,24%,26%,32%,22%,24%,19%,26%,24%,25%,21%,21%,25%,22%,26%,24%,26%,25%,24%,22%,31%,19%,19%,29%,25%,11%,22%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,21%,22%,27%,29%,22%,33%,33%,26%,29%,29%,21%,22%,26%,30%,25%,40%,26%,23%,18%,26%,23%,23%,41%,30%,29%,27%,21%,23%,23%,25%,26%,33%,22%,25%,19%,26%,23%,25%,21%,21%,25%,22%,26%,25%,26%,25%,23%,22%,32%,19%,21%,29%,,11%,22%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,22%,28%,28%,23%,34%,34%,26%,30%,28%,22%,22%,26%,30%,24%,39%,27%,24%,18%,26%,24%,23%,41%,30%,30%,28%,20%,23%,24%,24%,27%,32%,22%,24%,19%,26%,23%,24%,22%,22%,24%,22%,26%,26%,26%,24%,24%,22%,32%,19%,20%,28%,,11%,22%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,21%,29%,28%,23%,33%,33%,25%,29%,28%,23%,21%,27%,29%,24%,39%,27%,24%,17%,25%,25%,24%,40%,31%,29%,29%,20%,24%,24%,24%,27%,32%,21%,24%,19%,25%,23%,25%,21%,23%,24%,21%,25%,25%,25%,24%,25%,23%,33%,19%,20%,28%,,11%,21%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,21%,30%,29%,22%,34%,34%,25%,30%,29%,22%,21%,28%,29%,24%,38%,28%,24%,17%,26%,26%,24%,39%,30%,29%,29%,20%,24%,24%,24%,26%,32%,21%,24%,18%,26%,24%,25%,22%,22%,25%,22%,25%,25%,25%,24%,25%,22%,33%,20%,21%,28%,,11%,21%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,21%,30%,29%,23%,34%,34%,25%,30%,29%,23%,21%,27%,29%,25%,38%,27%,25%,17%,26%,26%,23%,39%,30%,29%,29%,19%,23%,23%,25%,26%,31%,21%,25%,18%,26%,23%,26%,23%,22%,25%,22%,26%,26%,25%,23%,25%,22%,32%,19%,21%,29%,,10%,21%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,21%,31%,28%,23%,33%,33%,24%,29%,28%,23%,22%,27%,28%,24%,38%,27%,24%,18%,26%,26%,23%,38%,29%,28%,28%,21%,24%,23%,24%,26%,31%,21%,24%,19%,26%,24%,26%,23%,22%,24%,22%,27%,26%,24%,23%,26%,23%,32%,19%,21%,29%,,10%,21%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,20%,32%,29%,23%,33%,33%,24%,29%,28%,23%,23%,27%,28%,24%,38%,27%,24%,18%,25%,27%,23%,39%,29%,29%,29%,20%,24%,24%,25%,25%,30%,20%,25%,19%,27%,24%,25%,23%,22%,24%,22%,27%,25%,24%,23%,25%,23%,33%,19%,22%,30%,,10%,20%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20%,31%,29%,22%,32%,32%,24%,29%,28%,22%,22%,26%,28%,25%,38%,26%,24%,19%,25%,28%,22%,39%,29%,29%,29%,20%,25%,25%,25%,25%,31%,20%,25%,19%,26%,24%,25%,22%,21%,24%,21%,28%,25%,24%,22%,25%,22%,32%,19%,22%,30%,,10%,20%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20%,31%,28%,22%,32%,32%,23%,28%,27%,22%,22%,26%,27%,25%,37%,26%,23%,19%,25%,27%,23%,40%,30%,30%,28%,20%,25%,26%,25%,25%,32%,21%,26%,19%,27%,23%,25%,22%,22%,25%,21%,28%,25%,23%,22%,25%,22%,32%,19%,,30%,,10%,20%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20%,,28%,,33%,32%,23%,28%,27%,23%,23%,26%,28%,24%,37%,26%,23%,20%,26%,28%,24%,39%,29%,29%,29%,20%,24%,26%,24%,24%,32%,21%,26%,20%,27%,23%,24%,23%,22%,24%,21%,28%,24%,23%,22%,24%,23%,32%,20%,,29%,,10%,21%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,19%,,28%,,33%,31%,23%,28%,27%,23%,23%,25%,28%,24%,36%,27%,23%,19%,25%,28%,25%,39%,29%,29%,30%,19%,24%,27%,24%,25%,31%,20%,25%,19%,27%,24%,25%,23%,23%,25%,20%,29%,24%,23%,22%,25%,24%,31%,19%,,29%,,10%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20%,,27%,,32%,31%,24%,27%,26%,23%,24%,25%,27%,24%,36%,26%,23%,19%,26%,27%,25%,39%,29%,30%,30%,19%,24%,26%,24%,25%,31%,20%,25%,19%,26%,24%,25%,23%,23%,25%,20%,29%,24%,23%,21%,25%,24%,31%,19%,,29%,,10%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20%,,27%,,32%,31%,24%,27%,27%,24%,24%,25%,27%,24%,35%,26%,22%,19%,27%,28%,25%,40%,29%,31%,31%,19%,24%,26%,24%,25%,32%,20%,25%,19%,26%,24%,26%,22%,22%,26%,20%,28%,24%,22%,22%,25%,24%,31%,20%,,28%,,9%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21%,,27%,,31%,31%,23%,27%,28%,24%,23%,24%,27%,24%,36%,26%,23%,19%,27%,28%,24%,40%,29%,30%,30%,20%,23%,27%,23%,24%,31%,20%,24%,19%,27%,24%,26%,22%,22%,26%,20%,28%,23%,22%,22%,24%,23%,31%,20%,,28%,,9%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21%,,26%,,31%,31%,24%,26%,28%,24%,24%,24%,26%,25%,36%,25%,23%,18%,28%,28%,25%,40%,29%,30%,30%,21%,23%,26%,24%,24%,31%,20%,25%,20%,28%,24%,25%,22%,22%,25%,21%,28%,24%,23%,22%,24%,23%,31%,20%,,28%,,10%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20%,,27%,,31%,31%,25%,27%,28%,25%,24%,24%,26%,25%,35%,25%,23%,18%,28%,27%,26%,41%,28%,30%,30%,22%,23%,26%,25%,24%,31%,19%,26%,19%,27%,24%,26%,22%,22%,25%,20%,27%,24%,24%,22%,24%,23%,31%,19%,,27%,,10%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20%,,28%,,30%,30%,25%,27%,28%,26%,24%,24%,26%,25%,36%,25%,22%,19%,28%,28%,26%,42%,28%,29%,29%,21%,22%,26%,26%,25%,30%,19%,27%,19%,27%,25%,26%,21%,21%,25%,20%,27%,24%,24%,22%,24%,22%,30%,19%,,27%,,10%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20%,,28%,,30%,30%,24%,27%,28%,26%,24%,23%,26%,24%,37%,24%,22%,20%,28%,28%,26%,41%,29%,29%,30%,21%,22%,26%,27%,26%,30%,19%,27%,19%,27%,24%,26%,21%,21%,24%,20%,27%,24%,23%,22%,23%,23%,31%,19%,,28%,,10%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20%,,27%,,30%,30%,24%,27%,27%,26%,25%,24%,26%,24%,36%,25%,22%,20%,27%,27%,26%,41%,29%,29%,30%,22%,22%,25%,26%,25%,30%,20%,26%,20%,27%,24%,25%,21%,21%,24%,20%,26%,24%,23%,22%,23%,23%,31%,20%,,27%,,10%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20%,,27%,,29%,29%,24%,27%,28%,26%,25%,24%,26%,24%,36%,25%,22%,20%,27%,27%,26%,40%,28%,28%,29%,22%,22%,26%,27%,25%,29%,20%,27%,20%,27%,25%,25%,21%,21%,25%,20%,26%,24%,23%,22%,23%,23%,32%,20%,,27%,,10%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,19%,,27%,,29%,29%,25%,27%,28%,27%,25%,24%,27%,25%,35%,26%,23%,20%,28%,27%,26%,41%,29%,28%,29%,23%,22%,26%,27%,26%,29%,19%,28%,19%,27%,25%,25%,20%,22%,26%,20%,26%,24%,23%,22%,23%,23%,32%,20%,,27%,,11%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,19%,,27%,,29%,29%,24%,27%,28%,27%,24%,24%,28%,24%,35%,26%,22%,20%,28%,28%,26%,40%,29%,28%,29%,23%,21%,26%,28%,27%,30%,20%,28%,20%,27%,26%,26%,20%,21%,26%,20%,27%,24%,23%,21%,22%,22%,32%,20%,,27%,,11%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,19%,,26%,,28%,28%,24%,26%,27%,26%,24%,24%,28%,24%,35%,25%,23%,21%,27%,27%,25%,40%,28%,28%,29%,23%,22%,26%,27%,26%,29%,20%,27%,20%,26%,25%,25%,20%,21%,25%,20%,27%,24%,23%,21%,22%,22%,33%,21%,,26%,,11%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,19%,,27%,,28%,28%,25%,26%,27%,26%,24%,24%,29%,24%,34%,25%,23%,21%,27%,27%,25%,40%,28%,28%,29%,23%,22%,26%,27%,26%,29%,21%,27%,21%,26%,25%,25%,20%,22%,25%,20%,27%,24%,23%,21%,22%,22%,33%,21%,,26%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,19%,,28%,,28%,29%,25%,26%,27%,26%,24%,24%,29%,24%,34%,26%,23%,22%,28%,27%,25%,40%,28%,28%,29%,23%,23%,26%,28%,26%,29%,21%,27%,22%,27%,25%,26%,21%,22%,26%,20%,28%,24%,23%,22%,22%,23%,34%,21%,,26%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,29%,,28%,29%,24%,26%,27%,26%,23%,23%,30%,23%,35%,26%,22%,21%,28%,27%,24%,40%,28%,28%,29%,22%,22%,26%,28%,26%,30%,20%,28%,21%,27%,24%,27%,21%,21%,26%,19%,28%,24%,22%,21%,22%,22%,34%,20%,,26%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,28%,,28%,28%,24%,25%,26%,25%,23%,23%,29%,23%,34%,25%,23%,22%,27%,26%,24%,39%,27%,27%,28%,23%,23%,26%,28%,25%,29%,20%,27%,22%,26%,24%,27%,21%,21%,26%,19%,28%,24%,23%,21%,22%,23%,33%,20%,,25%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,28%,,29%,28%,24%,25%,26%,25%,23%,23%,29%,23%,34%,25%,23%,22%,28%,26%,24%,40%,28%,27%,28%,23%,23%,26%,28%,25%,29%,20%,28%,22%,27%,24%,27%,21%,21%,26%,19%,28%,24%,23%,22%,22%,23%,33%,20%,,25%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,28%,,29%,28%,24%,26%,26%,26%,23%,24%,29%,23%,34%,26%,23%,22%,28%,27%,24%,41%,28%,27%,28%,23%,24%,27%,29%,25%,29%,20%,28%,22%,28%,24%,28%,21%,21%,26%,19%,28%,25%,23%,22%,22%,23%,33%,20%,,26%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,28%,27%,24%,25%,26%,26%,23%,25%,28%,23%,33%,25%,23%,22%,27%,26%,25%,40%,27%,26%,27%,24%,24%,26%,28%,25%,29%,20%,27%,23%,27%,24%,27%,21%,21%,25%,19%,28%,25%,24%,22%,23%,23%,32%,21%,,25%,,,,,,,,,,,,,,,,,,,,,
